date;time;station;component_1;component_2;component_3;component_4;component_5;component_6;component_7;component_8;component_9
2026-04-12;13:00;EST-01;;50,19;38,74;48,62;69,42;1,072;6,18;5,82;231,7
2026-04-12;14:00;EST-01;17,23;24,28;41,16;62,05;71,49;1,351;4,97;4,33;244,2
2026-04-12;15:00;EST-01;31,95;53,27;39,19;52,4;;1,442;4,43;3,71;5,7
2026-04-12;16:00;EST-01;23,12;37,05;40,84;61,62;69,73;1,114;7,56;;301
2026-04-12;17:00;EST-01;32,4;55,94;31,72;41,44;90,64;1,002;6,3;3,31;276,4
2026-04-12;18:00;EST-01;;38,28;;42,4;77,59;1,092;5,26;3,22;148
2026-04-12;19:00;EST-01;21,75;39,53;27,36;34,41;87,45;1,207;0,53;3,25;126,4
2026-04-12;20:00;EST-01;21,57;31,91;;23,52;87,72;0,485;5,68;4,65;296,3
2026-04-12;21:00;EST-01;22,4;36,12;29,05;54,13;96,12;0,555;4,4;3,16;123,3
2026-04-12;22:00;EST-01;21,88;48,64;23,2;44,27;88,42;;4,76;1,28;
2026-04-12;23:00;EST-01;24,24;47,01;;25,91;83,62;0,568;;3,99;317,4
2026-04-13;00:00;EST-01;24,18;40,54;19,46;20,58;92,95;0,524;5,43;0,09;163
2026-04-13;01:00;EST-01;;38,66;5,77;16,39;71,91;0,625;3,82;2,81;88,6
2026-04-13;02:00;EST-01;14,41;17,1;14,02;26,24;;0,15;;1,6;143,5
2026-04-13;03:00;EST-01;10,71;13,06;15,3;28,87;60,2;0,662;2,63;;307,3
2026-04-13;04:00;EST-01;19,38;27,7;15,56;32,61;68,8;0,331;3,92;2,64;341,5
2026-04-13;05:00;EST-01;18,95;30,35;23,63;42,74;53,88;0,485;5,33;1,62;191,8
2026-04-13;06:00;EST-01;19,65;25,62;15,22;32,88;51,74;0,846;2,97;2,94;349,9
2026-04-13;07:00;EST-01;16,74;15,39;28,84;33,77;50,56;0,609;4,54;1,07;184,4
2026-04-13;08:00;EST-01;23,8;32,03;21,5;27,32;41,43;0,737;4,24;1,9;321,4
2026-04-13;09:00;EST-01;22,96;32,79;31,04;54,95;47,9;0,976;3,52;3,05;254,4
2026-04-13;10:00;EST-01;26,03;31,01;32,27;55,04;51,35;1,149;2,62;0,27;67,2
2026-04-13;11:00;EST-01;17,8;27,05;38,51;38,63;48,18;0,928;3,87;1,95;313,1
2026-04-13;12:00;EST-01;29,28;49,82;34,39;51,29;54,83;1,275;1,78;3,75;340,1
2026-04-13;13:00;EST-01;26,71;41,67;36,66;28,43;66,64;1,169;3,9;3,56;271,5
2026-04-13;14:00;EST-01;21,44;33,45;35,34;50,39;70,97;1,356;1,83;2,76;126,5
2026-04-13;15:00;EST-01;18,93;31,36;31,73;41,46;69,75;1,161;7,68;0,6;266,3
2026-04-13;16:00;EST-01;20,26;42,77;31,35;43,68;77,58;1,005;3,53;6,19;
2026-04-13;17:00;EST-01;21,42;38,15;27,91;24,87;;1,257;6,09;1,8;16,2
2026-04-13;18:00;EST-01;27;45,55;28,03;26,29;88;1,162;1,6;3,46;103,6
2026-04-13;19:00;EST-01;;46,89;24,12;20,83;86,12;1,037;2,92;1,46;265,1
2026-04-13;20:00;EST-01;29,01;51,37;28,85;48,13;93,46;0,763;3,67;1,86;133,8
2026-04-13;21:00;EST-01;23,19;34,32;24,74;26,55;98,35;0,597;5;4,1;23,1
2026-04-13;22:00;EST-01;20,38;32,67;19,72;22,99;84,62;0,822;3,78;1,32;237,9
2026-04-13;23:00;EST-01;23,57;41,77;20,73;26,96;87,58;0,421;3,48;3,95;147,8
2026-04-14;00:00;EST-01;14,61;18,24;16,88;37,45;68,51;0,495;1,25;1,55;98,8
2026-04-14;01:00;EST-01;16,45;23,12;15,38;17,25;66,4;0,531;5,51;3,76;79,9
2026-04-14;02:00;EST-01;19,2;34,77;9,84;13,85;69,3;0,676;7,85;0;355,2
2026-04-14;03:00;EST-01;14,48;29,04;20,19;20,31;67,78;0,397;5,11;2,85;358,9
2026-04-14;04:00;EST-01;18,84;29,13;21,82;35,19;64,39;0,354;1,91;1,65;192
2026-04-14;05:00;EST-01;22,32;41,56;17,15;35,46;64,07;0,554;2,36;4,86;2,7
2026-04-14;06:00;EST-01;20,5;30,77;15,55;10,02;56,48;0,482;10,12;0,87;213,9
2026-04-14;07:00;EST-01;23,01;45,98;22,73;36,41;39,62;0,595;1,85;0;4
2026-04-14;08:00;EST-01;13,03;12,91;22,31;24,59;52,38;0,846;5,79;3,63;344,8
2026-04-14;09:00;EST-01;23,03;38,66;30,15;43,34;48,3;;2,36;3,13;4,3
2026-04-14;10:00;EST-01;21,35;30,18;23,95;41,36;53,15;0,871;5,62;1,66;206,6
2026-04-14;11:00;EST-01;28,91;43,04;30,03;42,37;62,71;1,086;1,6;3,32;255,6
2026-04-14;12:00;EST-01;33,02;52,82;22,49;34,34;71,67;1,383;7,66;0,97;21,9
2026-04-14;13:00;EST-01;22,98;38,11;28,29;34,46;60,77;1,321;5,6;;170,2
2026-04-14;14:00;EST-01;24,75;35,13;39,35;64,51;76,34;1,087;0;0;
2026-04-14;15:00;EST-01;24,26;34,31;42,87;70,14;75,32;1,142;3,74;2,84;251,3
2026-04-14;16:00;EST-01;27,15;47,8;39,51;45,95;84,53;1,102;0;0;205,5
2026-04-14;17:00;EST-01;26,95;43,81;32,99;61,8;76,53;1,079;4,61;1,4;91,4
2026-04-14;18:00;EST-01;17,6;36,62;26,59;53,48;87,13;1,154;3,89;2,45;332,7
2026-04-14;19:00;EST-01;23,51;39,53;23,67;32,13;85,66;1,248;3,82;4,82;233,4
2026-04-14;20:00;EST-01;23,04;28,93;22,76;33,55;99,52;0,833;6,77;3,46;88
2026-04-14;21:00;EST-01;20,73;47,51;19,98;21,85;82,06;1,046;5,64;2;347
2026-04-14;22:00;EST-01;22,75;48,2;12,26;15,04;84,55;0,304;6,12;2,09;79,9
2026-04-14;23:00;EST-01;28,61;43,66;15,82;23,1;90,07;0,432;2,74;4,09;330,9
2026-04-15;00:00;EST-01;10,36;9,22;23,85;36,6;75,43;0,428;4,03;3,6;70,4
2026-04-15;01:00;EST-01;14,77;25,27;14,84;25,35;67,8;0,467;6,18;3,23;108,6
2026-04-15;02:00;EST-01;17,62;23,18;14,64;30,57;69,29;0,267;3,02;2,8;98,2
2026-04-15;03:00;EST-01;20,08;35,26;19,79;39,09;70,8;0,273;2,19;2,39;248
2026-04-15;04:00;EST-01;13,98;19,72;13,97;14,18;58,11;0,63;4,4;6,21;20,5
2026-04-15;05:00;EST-01;18,01;28,84;19,21;30,38;68,32;0,39;5,72;2,81;264,6
2026-04-15;06:00;EST-01;23,08;44,54;15,71;21,93;42,33;0,411;6,1;1,8;119,4
2026-04-15;07:00;EST-01;21,88;31,88;20,06;34;;0,561;4,31;3,95;216,3
2026-04-15;08:00;EST-01;19,34;36,57;21,08;44,12;43,2;0,999;2,69;5,52;354,5
2026-04-15;09:00;EST-01;18,97;27,22;31,49;52,51;50,26;0,91;5,52;2,7;176,9
2026-04-15;10:00;EST-01;20,75;34,61;36,08;63,44;57,36;1,043;5,5;1,5;9,7
2026-04-15;11:00;EST-01;21,53;26,96;33,74;48,72;59,98;1,165;4,49;3,33;274,1
2026-04-15;12:00;EST-01;27,12;39,03;35,51;55,06;55,98;1,154;2,75;1,71;34,3
2026-04-15;13:00;EST-01;30,93;55,88;37,35;68,06;63,69;1,641;3,54;2,88;119
2026-04-15;14:00;EST-01;27,49;49;34,43;62,42;71,43;1,241;2,18;3,13;233,3
2026-04-15;15:00;EST-01;23,43;32,83;48,02;65,12;;1,082;3,9;3,32;102,6
2026-04-15;16:00;EST-01;28,17;41,2;35,36;42,5;76,28;1,009;;4,1;124,4
2026-04-15;17:00;EST-01;;46,21;35,96;36,25;;1,109;5,25;3,07;289,4
2026-04-15;18:00;EST-01;18,01;24,54;32,82;51,48;79,11;0,853;2,55;1,96;121,9
2026-04-15;19:00;EST-01;17,35;22,82;28,02;29,78;88,62;1,062;1,4;2,19;255,6
2026-04-15;20:00;EST-01;20,33;29,08;30,82;40,69;96,63;;3,31;3,22;99,2
2026-04-15;21:00;EST-01;25,05;36,79;22,62;31,17;93,54;0,543;6,03;3,2;259,4
2026-04-15;22:00;EST-01;24,83;53,14;25,01;46,43;87,83;0,351;0,31;2,88;339,3
2026-04-15;23:00;EST-01;15,51;24,44;21,01;17,79;81,45;0,744;;3,8;337,3
2026-04-16;00:00;EST-01;20,72;39,73;20,05;35,34;73,09;0,621;2,29;2,89;4,5
2026-04-16;01:00;EST-01;;34,14;11,12;4,77;80,41;0,442;6,3;2,43;80,3
2026-04-16;02:00;EST-01;21,86;32,76;16,71;18,21;79,87;0,269;3,33;2,66;105,2
2026-04-16;03:00;EST-01;19,46;40,8;12,89;21,2;48,33;0,408;3,37;1,27;212,3
2026-04-16;04:00;EST-01;17,23;26,5;14,45;4,9;53,21;0,598;0;1,35;201,8
2026-04-16;05:00;EST-01;26,15;46,45;15,14;31,64;51,41;0,669;1,28;4,11;118,9
2026-04-16;06:00;EST-01;15,89;;21,39;25,98;56;0,513;5,24;3,16;182,6
2026-04-16;07:00;EST-01;19,2;31,63;25,16;51,72;56,32;0,843;10,18;3,27;200,5
2026-04-16;08:00;EST-01;24,82;33,65;22,78;27,84;53,89;0,774;4,28;4,13;350,7
2026-04-16;09:00;EST-01;22,39;31,8;33,26;52,76;41,04;;4,33;3,67;300,4
2026-04-16;10:00;EST-01;25,14;43,73;30,32;37,06;;1,003;3,93;0;237,2
2026-04-16;11:00;EST-01;25,05;38,4;;47,08;49,38;0,839;3,3;3,65;306,1
2026-04-16;12:00;EST-01;28,59;36,94;32,5;47,55;61,07;1,227;2,17;2,6;332,7
2026-04-16;13:00;EST-01;29,17;41,83;32,93;24,48;61,09;1,108;1,96;2,75;2,6
2026-04-16;14:00;EST-01;16,96;28,43;30,36;46,39;62,31;1,205;3,43;2,95;
2026-04-16;15:00;EST-01;24,84;30,53;27,27;33,51;;1,095;5,25;2,08;337,5
2026-04-16;16:00;EST-01;24,35;40,32;35,28;64,43;75,99;1,135;4,85;2,46;285,5
2026-04-16;17:00;EST-01;18,63;26,75;26,7;23,57;79,37;;5,17;3,4;199
2026-04-16;18:00;EST-01;22,96;25,59;27,53;;92,27;0,893;6,1;0,23;202,7
2026-04-16;19:00;EST-01;25,87;51,43;30,06;41,75;76,15;0,6;4,26;1,96;258,1
2026-04-16;20:00;EST-01;22,26;36,31;29,72;42,7;97,37;0,801;3,77;4,1;
2026-04-16;21:00;EST-01;32,22;53,81;24,32;38,24;100,58;0,815;0,79;4,61;330,8
2026-04-16;22:00;EST-01;20,43;25,01;22,63;;87,92;0,557;7,85;5,47;137,1
2026-04-16;23:00;EST-01;19,43;28,84;23,46;30,21;81,61;;2,92;2,44;170,5
2026-04-17;00:00;EST-01;21,35;45,81;19,95;39,62;74,92;0,489;2,11;2,16;195,9
2026-04-17;01:00;EST-01;18,54;21,19;8,77;1,22;78,13;0,723;6,72;0;310,9
2026-04-17;02:00;EST-01;21,75;25,52;;27,64;73,3;0,204;5,22;0;185,2
2026-04-17;03:00;EST-01;22,69;36,41;12,85;25,1;70,67;;5,75;4,12;301,4
2026-04-17;04:00;EST-01;19,6;31,89;15,15;11,52;54,27;0,411;4,48;4,66;92,4
2026-04-17;05:00;EST-01;23,19;43,57;16,77;28,24;54,4;0,715;5,27;0,71;140,6
2026-04-17;06:00;EST-01;26,59;41,46;22,24;35,5;46,46;0,677;1,21;1,56;359,2
2026-04-17;07:00;EST-01;22,39;34;24,64;34,02;50,76;;2,55;2,56;51,6
2026-04-17;08:00;EST-01;15,66;19,53;;49,06;42,06;0,569;3,78;4,84;250
2026-04-17;09:00;EST-01;28,26;47,33;29,94;31,24;;0,853;5,73;1,28;
2026-04-17;10:00;EST-01;25,41;39,73;32,02;42,7;48,79;1,241;6,1;1,36;149,6
2026-04-17;11:00;EST-01;;27,86;37,24;38,5;61,42;1,045;3,58;;293,7
2026-04-17;12:00;EST-01;22,16;39,76;34,23;37,87;58,98;1,354;7,35;3,58;75,7
2026-04-17;13:00;EST-01;27,83;49,63;38,29;59,88;67;1,176;2,78;0;327
2026-04-17;14:00;EST-01;26,74;46,14;28,31;44,8;;1,212;3,88;2,96;129,6
2026-04-17;15:00;EST-01;21,77;;30,66;38,55;74,88;1,388;7,6;3,17;
2026-04-17;16:00;EST-01;35,44;54,13;30,8;28,93;88,38;1,292;8,84;;221,4
2026-04-17;17:00;EST-01;25,11;45,01;23,83;45,11;88,86;1,077;5,29;1,35;17,1
2026-04-17;18:00;EST-01;22,15;24,32;34,31;57,57;83,11;1,052;3,47;2,99;158,1
2026-04-17;19:00;EST-01;19,5;37,51;27,27;;89,6;0,765;6,45;3,45;288,6
2026-04-17;20:00;EST-01;26,76;38,9;24,36;32,74;82,26;;6,67;2,86;346,3
2026-04-17;21:00;EST-01;14,74;33,57;21,96;25,57;87,67;0,475;6,85;1,91;351
2026-04-17;22:00;EST-01;20,21;40,91;21,28;36,62;91,64;0,693;4,7;2,15;32,4
2026-04-17;23:00;EST-01;15,54;24,9;18;28,42;81,57;0,564;3,66;0,13;270,5
2026-04-18;00:00;EST-01;14,13;12,21;17,02;27,74;83,16;0,539;0,13;0,46;31,8
2026-04-18;01:00;EST-01;13,95;25,98;;17,31;71,38;0,498;4,27;1,83;346,1
2026-04-18;02:00;EST-01;19,07;23,24;17,14;45;;0,508;3,83;0;30,6
2026-04-18;03:00;EST-01;23,27;32,49;11,84;15,26;58,45;0,23;3,9;1,16;251,3
2026-04-18;04:00;EST-01;15,41;27,79;15,18;19,82;;0,432;3,44;3,21;149,5
2026-04-18;05:00;EST-01;;30,22;14,02;12,74;60,47;0,584;4,91;2,92;226,7
2026-04-18;06:00;EST-01;22,79;42,07;24,56;33,57;61;0,634;5,26;2,92;154
2026-04-18;07:00;EST-01;18,02;33,04;36,64;48,3;51,11;0,63;3,02;4,82;196,2
2026-04-18;08:00;EST-01;20,1;22,64;21,21;16,03;53,79;1,22;3,27;0;104,5
2026-04-18;09:00;EST-01;20,13;40;26,18;31,59;;1,017;3,55;1,75;218,9
2026-04-18;10:00;EST-01;23,42;29,84;31,99;30,49;50,01;1,114;4,61;3,39;140,7
2026-04-18;11:00;EST-01;29,51;;34,3;55,44;60,36;1,017;1,31;3,13;243,3
2026-04-18;12:00;EST-01;29,83;42,1;29,13;44,46;59,57;0,864;4,75;0;73,3
2026-04-18;13:00;EST-01;31,27;;28,58;37,38;65,08;1,454;3,01;1,78;258,3
2026-04-18;14:00;EST-01;24,5;43,53;27,61;37,29;60,04;1,042;5,68;2,43;51,3
2026-04-18;15:00;EST-01;22,87;35,27;36,16;58,49;59,43;1,062;4,32;2,35;69,2
2026-04-18;16:00;EST-01;26,53;40,63;31,03;41,47;86,89;1,037;3,87;2,78;295,2
2026-04-18;17:00;EST-01;23,63;43,56;38,23;53,01;82,88;1,033;3,49;3,78;237,8
2026-04-18;18:00;EST-01;24,94;33,15;25,16;52,38;86,25;0,884;6,86;2,92;298,3
2026-04-18;19:00;EST-01;22,48;34,06;26,74;26,37;88,79;0,948;7,7;2,63;123,4
2026-04-18;20:00;EST-01;21,62;51,04;29,33;34,58;93,55;0,689;1,29;1,98;317,4
2026-04-18;21:00;EST-01;13,48;14,67;22,46;28,18;91,69;0,514;5,43;0,72;24,8
2026-04-18;22:00;EST-01;13,14;14,46;22,09;44,24;89,21;0,684;4,04;0,96;98,6
2026-04-18;23:00;EST-01;14,32;15,25;19,94;18,93;86,06;0,322;4,59;1,77;70,9
2026-04-19;00:00;EST-01;19,83;39,14;12,56;18,04;74,11;0,392;3,48;;209,2
2026-04-19;01:00;EST-01;12,48;;10,06;19,1;65,59;0,208;7,58;1,55;152,3
2026-04-19;02:00;EST-01;20,57;36,89;7,39;8,5;60,29;0,767;0,81;0,93;257,8
2026-04-19;03:00;EST-01;12,15;27,56;27,45;34,63;56,9;0,078;3,51;;220,4
2026-04-19;04:00;EST-01;19,42;33,45;17,96;22,61;53,39;0,553;4,03;3,83;31,6
2026-04-19;05:00;EST-01;13,48;12,97;14,15;11,36;60,39;0,57;6,2;;238,7
2026-04-19;06:00;EST-01;24,8;42,5;20,34;40,32;53,37;0,554;2,32;3,55;304,9
2026-04-19;07:00;EST-01;20,76;;12,56;17,14;50,44;0,587;8,77;2,4;86,9
2026-04-19;08:00;EST-01;22,1;23,35;21,2;37,55;46,23;0,676;6,62;4,51;
2026-04-19;09:00;EST-01;21,21;32,51;23,57;25,04;44,41;0,811;1,93;0,15;284,1
2026-04-19;10:00;EST-01;24,94;50,11;26,66;39,69;;0,962;5,49;3,66;10,5
2026-04-19;11:00;EST-01;23,81;35,94;25,23;28,88;52,13;0,914;4,88;4,29;111,5
2026-04-19;12:00;EST-01;26,6;36,35;32,14;39,47;63,61;1,045;6,02;;300,9
2026-04-19;13:00;EST-01;20,85;34,88;39,14;56,98;78,26;1,401;3,38;2,02;237,2
2026-04-19;14:00;EST-01;22,65;43,23;36,81;53,58;74,12;1,458;4,34;2,33;115,8
2026-04-19;15:00;EST-01;29,73;45,65;34,69;;77,35;0,983;0,92;1,17;174,1
2026-04-19;16:00;EST-01;22,89;;32,82;47,51;72,65;;5,17;3,39;287,4
2026-04-19;17:00;EST-01;25,48;53,95;31,98;39,23;83,1;1,097;3,7;2,45;308,1
2026-04-19;18:00;EST-01;20,15;31,34;;36,31;86,26;1,009;5,78;2,35;11,2
2026-04-19;19:00;EST-01;;36,82;29,47;48,18;93,6;0,992;3,8;2,87;25,6
2026-04-19;20:00;EST-01;19,39;27,26;25,91;39,59;85,06;0,789;3,81;0;7
2026-04-19;21:00;EST-01;20,34;31,57;29,49;31,56;84,37;0,305;3,04;1,91;200
2026-04-19;22:00;EST-01;24,43;44,25;20,39;25,58;93,48;0,597;;0;330,8
2026-04-19;23:00;EST-01;22,19;49,16;18,24;19,41;77,03;0,6;0,47;3,33;300,9
2026-04-20;00:00;EST-01;20,28;31,13;19,16;28,2;;0,731;3,3;3,66;38,1
2026-04-20;01:00;EST-01;23,24;46;15,49;26,16;78,53;0,317;5,09;1,29;128,4
2026-04-20;02:00;EST-01;22,51;41,86;11,47;;66,13;;2;3,04;65,4
2026-04-20;03:00;EST-01;17,78;34,51;13,82;17,64;;0,566;2,47;3,02;92,1
2026-04-20;04:00;EST-01;14,32;19,27;23,25;34,17;53,95;0,499;3,71;7,68;235,9
2026-04-20;05:00;EST-01;17,65;36,76;8,72;12,97;67,82;0,5;;1,91;70,5
2026-04-20;06:00;EST-01;21,5;29,37;16,57;18,73;54,85;0,801;6,1;3,18;167,5
2026-04-20;07:00;EST-01;15,65;28,24;15,68;;52,51;;1,95;2,36;
2026-04-20;08:00;EST-01;26,25;45,64;25,37;29,55;43,57;0,723;4,82;3;308,4
2026-04-20;09:00;EST-01;19,89;39,06;27,98;27,84;64,82;0,899;4,77;3,1;327,5
2026-04-20;10:00;EST-01;21,09;46,47;35,02;;56,14;0,85;6,56;;
2026-04-20;11:00;EST-01;18,27;16,99;33,66;40,65;43,92;1,164;8,24;4,58;4,4
2026-04-20;12:00;EST-01;25,5;46,13;39,27;52,23;60,21;1,192;5,11;2,3;295,1
2026-04-20;13:00;EST-01;26,07;49,99;40,71;60,81;75,14;1,128;7,25;3,31;222,7
2026-04-20;14:00;EST-01;21,23;29,83;37,09;55,11;81,7;1,1;5,81;4,24;338,3
2026-04-20;15:00;EST-01;22,02;43,68;40,81;61,92;76,4;1,22;3,84;3,46;
2026-04-20;16:00;EST-01;22,07;;29,9;43,64;79,84;1,179;5;1,56;24,6
2026-04-20;17:00;EST-01;23,76;35,41;34,48;;79,4;1,23;0,53;4,18;87,4
2026-04-20;18:00;EST-01;22,52;37,79;35,6;;92,53;0,899;3,04;1,3;102,2
2026-04-20;19:00;EST-01;27,67;43,16;21,23;21,06;91,69;1,18;4,79;1,92;9,4
2026-04-20;20:00;EST-01;21,04;31,4;20,21;39,56;74,76;0,92;3,07;1,88;259,3
2026-04-20;21:00;EST-01;18,11;24,89;21,76;33,77;86,67;;;4,42;272,3
2026-04-20;22:00;EST-01;21,8;33,32;16,7;36,8;;0,533;6,19;1,42;330,9
2026-04-20;23:00;EST-01;19,21;30,74;19,23;43,65;86,16;0,16;4,65;2,56;279,1
2026-04-21;00:00;EST-01;20,02;33,5;16,2;22,25;83,68;0,372;2,1;7,04;213,2
2026-04-21;01:00;EST-01;18,54;20,69;15,92;14,83;72,52;;4,94;3,35;133,9
2026-04-21;02:00;EST-01;25,35;33,4;22,64;39,87;73,46;0,272;4,3;1,79;316
2026-04-21;03:00;EST-01;17,14;15,19;20,95;28,68;61,91;0,33;4,72;1,16;350,5
2026-04-21;04:00;EST-01;20,16;35,38;;12,29;60,53;0,234;1,95;1,37;151,5
2026-04-21;05:00;EST-01;17,72;25,67;27,7;41,6;57,89;0,462;2,81;0;84,8
2026-04-21;06:00;EST-01;21,79;33,79;;32,93;43,35;0,512;1,73;5,16;298,3
2026-04-21;07:00;EST-01;12,15;10,36;21,75;26,67;42,74;0,988;4,63;3,21;40,4
2026-04-21;08:00;EST-01;24,89;37,54;23,58;37,9;40,23;1,04;4,36;4,42;172,4
2026-04-21;09:00;EST-01;19,34;23,98;28,84;40,9;;0,751;1,47;2,43;143,1
2026-04-21;10:00;EST-01;21,26;43,29;29,59;51,58;49,48;1,037;3,89;0;41,1
2026-04-21;11:00;EST-01;24,29;43,34;28,31;38,32;50,66;1,268;4,62;3,05;306,2
2026-04-21;12:00;EST-01;30,09;52,74;26,55;31,61;53,98;1,256;4,34;0,41;235,4
2026-04-21;13:00;EST-01;19,89;31,5;26,38;;67,09;;5,7;1,87;356,3
2026-04-21;14:00;EST-01;20,41;26,88;36,67;;69,78;;4,2;0,88;246
2026-04-21;15:00;EST-01;25,94;49,91;34,69;42,42;73,7;0,985;4,81;3,38;356,5
2026-04-21;16:00;EST-01;22,98;35,16;30,78;44,79;82,29;1,138;6,17;1,57;207,3
2026-04-21;17:00;EST-01;26,98;43,1;30,5;62,11;79,24;1,128;2,5;;176,1
2026-04-21;18:00;EST-01;21,29;37,13;31,29;39,67;91,87;1,058;4,43;2,44;328,6
2026-04-21;19:00;EST-01;23,95;38,68;24,38;47,69;83,02;0,968;3,36;5,14;156,5
2026-04-21;20:00;EST-01;19,06;24,68;26,62;26,28;87,13;0,477;4,48;1,75;115,9
2026-04-21;21:00;EST-01;;32,65;26,4;31,35;98,93;0,809;1,98;1,12;116,3
2026-04-21;22:00;EST-01;18,95;29,3;26,36;30,92;87,87;0,743;5,62;2,26;323,9
2026-04-21;23:00;EST-01;12,22;13,21;19,52;26,23;84,59;0,673;1,63;2,15;233,5
2026-04-22;00:00;EST-01;15,72;33,74;20,88;31,56;90,77;;3,98;3,05;14
2026-04-22;01:00;EST-01;19,34;24,3;18,79;34,77;76,81;0,136;2,07;3,35;45,4
2026-04-22;02:00;EST-01;7,22;19,02;15,68;15,4;75,97;0,298;2,62;3,04;163,7
2026-04-22;03:00;EST-01;24,63;41,57;17,65;31,05;57,28;0,51;2,53;2,98;101,2
2026-04-22;04:00;EST-01;20,54;33,57;0,97;2,8;63,85;0,52;3,79;4,96;358,9
2026-04-22;05:00;EST-01;13,79;23,94;20,12;36,52;58,03;0,382;0;1,78;307,6
2026-04-22;06:00;EST-01;18,59;34,55;20,74;39,35;50,91;0,67;5,01;4,75;123,2
2026-04-22;07:00;EST-01;19,13;35,7;30,14;44,12;48,93;0,81;5,74;1,96;204,1
2026-04-22;08:00;EST-01;26,72;54,1;28,71;40,55;49,68;;3,77;2,78;220,5
2026-04-22;09:00;EST-01;28,22;38,32;25,43;36,38;62,63;0,84;2,67;1,67;123,6
2026-04-22;10:00;EST-01;12,75;;43,66;65,85;46,04;0,994;4,13;3,77;81,2
2026-04-22;11:00;EST-01;26,38;38,97;36,01;44,82;49,66;0,819;0,87;1,16;
2026-04-22;12:00;EST-01;26,72;35,55;17,94;16,77;57,17;1,056;7,04;1,58;335,6
2026-04-22;13:00;EST-01;25,79;41,01;30,48;42,21;60,23;1,212;3,53;1,08;77,2
2026-04-22;14:00;EST-01;27,71;41,64;35,73;49,35;64,79;1,211;2,76;1,08;29,5
2026-04-22;15:00;EST-01;24,43;42,49;;63,83;80,49;1,382;5,59;5,28;114,8
2026-04-22;16:00;EST-01;15,22;21,68;36,45;52,24;81,65;1,345;4,76;3,7;67,5
2026-04-22;17:00;EST-01;20,45;42,4;32,58;40,62;80,41;0,985;2,58;0,58;
2026-04-22;18:00;EST-01;23,22;33,59;35,54;52,09;88,91;0,889;;3,04;154,1
2026-04-22;19:00;EST-01;22,66;42,73;27,63;45,02;86,38;0,632;;3,59;253,5
2026-04-22;20:00;EST-01;23,69;35,81;20,97;33,77;92,56;0,716;6,22;1,18;245,6
2026-04-22;21:00;EST-01;27,51;49,23;20,62;31,17;90,25;0,285;2,19;2,42;153
2026-04-22;22:00;EST-01;20,99;40,36;;17,29;89,27;0,551;3,69;2,06;
2026-04-22;23:00;EST-01;10,21;14;17,91;18,83;89,54;0,639;3,9;2,09;100,3
2026-04-23;00:00;EST-01;;;15,4;23,58;84,52;0,269;1,9;0;159,3
2026-04-23;01:00;EST-01;19,14;33,65;8,19;25,75;71,52;0,439;5,71;1,02;245
2026-04-23;02:00;EST-01;18,72;47,09;16,51;35,96;77,23;0,455;2,02;4,09;39,3
2026-04-23;03:00;EST-01;24,54;40,46;2,09;0,2;68,75;0,378;5,43;1,22;
2026-04-23;04:00;EST-01;18,25;29,39;14,6;30,26;54,9;0,501;4,14;;206
2026-04-23;05:00;EST-01;19,22;42,64;20,83;15,35;37,19;0,627;3,81;4,21;116,6
2026-04-23;06:00;EST-01;21,4;39,32;17,76;21,46;52,83;0,681;3,97;3,96;122,9
2026-04-23;07:00;EST-01;15,65;;19,39;22,6;50,29;0,707;3,23;2,47;227,2
2026-04-23;08:00;EST-01;22,7;22,17;34,4;46,99;53,48;0,593;3,06;1,49;354,2
2026-04-23;09:00;EST-01;;37,66;24,34;30,45;49,21;1,096;0,22;0,53;85,6
2026-04-23;10:00;EST-01;19,65;26,57;21,93;24,83;40,59;0,847;6,4;;57,3
2026-04-23;11:00;EST-01;20,82;24,09;26,38;36,58;61,07;1,218;5,26;1,39;225,6
2026-04-23;12:00;EST-01;24,18;37,48;43,85;;58,59;1,328;;;
2026-04-23;13:00;EST-01;24,97;30,38;37,64;58,02;67,87;1,056;4,17;1,15;331
2026-04-23;14:00;EST-01;34,61;55,96;29,06;42,13;61,89;1,02;1,92;1,83;169,6
2026-04-23;15:00;EST-01;;48,22;29,16;36,5;76,81;1,092;;3,16;278,6
2026-04-23;16:00;EST-01;26,37;51,75;32,8;55,36;83,36;0,926;;1,25;104,9
2026-04-23;17:00;EST-01;24,47;42,84;38,35;56,15;81,47;0,771;4,14;2,54;228,6
2026-04-23;18:00;EST-01;32,42;59,32;33,93;39,8;84,24;;2,45;3,25;188,9
2026-04-23;19:00;EST-01;18,68;37,07;28,1;25,51;89,01;0,946;5,95;1,99;113,8
2026-04-23;20:00;EST-01;22,75;28,51;17,92;34,07;97,18;0,848;6,99;4,08;151,8
2026-04-23;21:00;EST-01;17,32;38,1;25,09;32,04;85,31;0,735;0,66;3,55;60,7
2026-04-23;22:00;EST-01;21,48;31,24;18,68;20,09;86,35;0,883;;3,03;181,1
2026-04-23;23:00;EST-01;;42,86;13,78;18,67;73,21;0,686;8,13;2,62;126
2026-04-24;00:00;EST-01;20,97;28,13;13,02;23,24;81,53;0,38;2,7;2,69;149,9
2026-04-24;01:00;EST-01;13,7;19,92;17,04;22,43;;0,562;0;1,83;248,2
2026-04-24;02:00;EST-01;18,59;33,12;20,63;23,19;73,52;0,429;0,58;5,35;162,2
