date;time;station;SO2 ppb;PM10 µg/m3 std;PM2.5 µg/m3 std;NO2 ppb;CO ppm;O3 ppb
2026-04-01;19:00;EST-03;8.8;67.29;29.96;29.63;1.21;53.33
2026-04-01;20:00;EST-03;7.77;58.52;27.54;33.29;1.038;53.39
2026-04-01;21:00;EST-03;7.87;53.53;26.94;21.86;1.004;51.32
2026-04-01;22:00;EST-03;7.38;40.05;31.13;24.94;1.042;52.66
2026-04-01;23:00;EST-03;7.41;49.48;31.88;22.89;1.118;38.84
2026-04-02;00:00;EST-03;6.81;44.04;27.42;15.33;0.623;43.84
2026-04-02;01:00;EST-03;4.24;47.97;22.95;24.03;0.845;41.5
2026-04-02;02:00;EST-03;4.15;40.08;24.04;;0.801;38.61
2026-04-02;03:00;EST-03;3.37;43.41;24.98;18.95;1.036;39.39
2026-04-02;04:00;EST-03;4.89;35.85;23.45;12.46;;29.42
2026-04-02;05:00;EST-03;;42.83;29.2;26.24;0.82;28.96
2026-04-02;06:00;EST-03;5.03;53.05;25.91;17.97;0.808;21.63
2026-04-02;07:00;EST-03;7.05;64.66;26.74;28.48;1.09;21.92
2026-04-02;08:00;EST-03;6.67;49.4;28.58;34.72;;28.91
2026-04-02;09:00;EST-03;7.92;48.88;32.3;32.84;1.259;29.51
2026-04-02;10:00;EST-03;8.83;41.61;37.67;40.61;1.443;33.74
2026-04-02;11:00;EST-03;6.72;54.33;30.28;31.02;1.514;26.64
2026-04-02;12:00;EST-03;8.58;44.54;33.04;35.15;1.369;29.65
2026-04-02;13:00;EST-03;11.2;49.34;30.22;32.46;1.632;46.77
2026-04-02;14:00;EST-03;9.4;52.5;32.5;40.26;1.391;46.76
2026-04-02;15:00;EST-03;10.63;57.02;36.16;38.69;1.675;37.48
2026-04-02;16:00;EST-03;10.15;53.74;30.91;35.2;1.427;40.81
2026-04-02;17:00;EST-03;6.5;49.39;38.2;41.21;1.476;54.27
2026-04-02;18:00;EST-03;7.38;53.34;33.49;27.17;1.206;50.81
2026-04-02;19:00;EST-03;;45.97;33.13;28.28;1.363;51.55
2026-04-02;20:00;EST-03;6.64;51.57;30.4;24.33;1.102;55.75
2026-04-02;21:00;EST-03;7.26;56.96;24.3;23.1;1.01;52.43
2026-04-02;22:00;EST-03;5.46;44.72;32.24;23.21;0.835;57.0
2026-04-02;23:00;EST-03;6.78;43.11;31.79;17.7;1.038;47.25
2026-04-03;00:00;EST-03;4.3;43.37;25.72;19.97;0.868;45.93
2026-04-03;01:00;EST-03;4.4;23.04;28.43;10.72;0.841;48.39
2026-04-03;02:00;EST-03;5.33;42.46;27.37;17.47;0.734;36.58
2026-04-03;03:00;EST-03;3.96;52.13;28.05;22.13;;36.63
2026-04-03;04:00;EST-03;5.06;48.38;31.3;20.16;0.766;29.35
2026-04-03;05:00;EST-03;7.58;44.88;27.86;26.5;;33.33
2026-04-03;06:00;EST-03;5.52;61.92;30.88;24.69;0.954;21.6
2026-04-03;07:00;EST-03;4.88;51.69;31.59;23.71;0.919;20.22
2026-04-03;08:00;EST-03;6.61;42.06;34.15;31.61;1.489;31.39
2026-04-03;09:00;EST-03;6.81;47.12;;26.95;1.219;32.26
2026-04-03;10:00;EST-03;8.73;57.33;33.25;;1.499;23.35
2026-04-03;11:00;EST-03;7.87;46.71;38.79;38.55;1.488;24.67
2026-04-03;12:00;EST-03;8.94;54.59;33.88;34.04;1.516;31.28
2026-04-03;13:00;EST-03;9.96;58.04;32.87;35.25;1.435;40.33
2026-04-03;14:00;EST-03;8.67;58.57;32.63;30.06;1.609;34.21
2026-04-03;15:00;EST-03;9.75;59.12;28.1;31.91;1.426;38.63
2026-04-03;16:00;EST-03;7.31;60.44;32.76;36.34;1.401;47.28
2026-04-03;17:00;EST-03;7.51;54.88;;33.54;1.343;42.91
2026-04-03;18:00;EST-03;8.2;55.87;31.6;28.42;1.39;62.73
2026-04-03;19:00;EST-03;7.15;54.37;33.1;19.06;1.255;48.04
2026-04-03;20:00;EST-03;8.66;49.28;;26.13;1.17;49.2
2026-04-03;21:00;EST-03;6.42;41.12;29.44;27.77;1.296;55.11
2026-04-03;22:00;EST-03;6.33;54.9;33.07;29.16;1.105;49.74
2026-04-03;23:00;EST-03;5.9;47.63;29.94;21.44;0.809;37.82
2026-04-04;00:00;EST-03;4.46;33.45;28.64;19.22;0.646;49.19
2026-04-04;01:00;EST-03;6.11;45.58;33.94;25.79;0.667;47.92
2026-04-04;02:00;EST-03;5.53;47.31;31.27;15.12;0.729;35.37
2026-04-04;03:00;EST-03;;44.41;23.02;14.12;0.881;35.91
2026-04-04;04:00;EST-03;5.73;34.27;25.66;16.98;0.851;30.32
2026-04-04;05:00;EST-03;6.71;46.21;28.94;20.69;;28.3
2026-04-04;06:00;EST-03;7.35;50.56;30.04;22.67;1.037;33.75
2026-04-04;07:00;EST-03;7.62;51.5;33.29;25.14;1.21;27.29
2026-04-04;08:00;EST-03;4.51;58.83;31.38;22.32;1.126;22.58
2026-04-04;09:00;EST-03;10.04;55.34;26.29;31.51;1.193;37.01
2026-04-04;10:00;EST-03;6.74;40.32;32.73;30.11;1.275;17.97
2026-04-04;11:00;EST-03;8.93;65.08;26.44;38.05;;42.41
2026-04-04;12:00;EST-03;9.26;54.87;37.47;36.9;1.382;36.8
2026-04-04;13:00;EST-03;8.32;45.86;41.01;34.3;;37.96
2026-04-04;14:00;EST-03;7.13;48.68;32.25;33.92;1.509;45.11
2026-04-04;15:00;EST-03;8.36;59.55;36.0;31.36;1.515;38.02
2026-04-04;16:00;EST-03;10.01;58.73;33.66;29.44;1.467;41.91
2026-04-04;17:00;EST-03;9.26;54.33;30.28;37.07;1.484;45.37
2026-04-04;18:00;EST-03;9.39;52.01;31.42;32.0;1.235;48.12
2026-04-04;19:00;EST-03;7.33;61.53;37.03;28.29;1.434;51.36
2026-04-04;20:00;EST-03;7.46;56.1;32.02;36.66;1.179;46.01
2026-04-04;21:00;EST-03;8.05;46.77;29.16;12.7;1.18;55.67
2026-04-04;22:00;EST-03;6.96;53.67;35.42;22.32;1.088;46.61
2026-04-04;23:00;EST-03;5.16;52.9;30.25;15.3;0.946;47.42
2026-04-05;00:00;EST-03;4.29;48.21;26.99;12.92;0.714;54.6
2026-04-05;01:00;EST-03;3.25;46.34;30.24;20.86;0.665;41.13
2026-04-05;02:00;EST-03;5.17;49.6;25.74;13.35;0.92;45.03
2026-04-05;03:00;EST-03;5.51;41.35;29.53;18.74;0.912;30.02
2026-04-05;04:00;EST-03;5.41;44.65;24.52;20.07;0.851;31.2
2026-04-05;05:00;EST-03;6.06;38.04;28.69;22.36;0.937;36.04
2026-04-05;06:00;EST-03;4.56;38.75;30.34;24.32;1.229;31.76
2026-04-05;07:00;EST-03;5.43;54.08;27.26;18.73;1.373;29.06
2026-04-05;08:00;EST-03;7.86;54.18;37.34;28.14;1.296;21.86
2026-04-05;09:00;EST-03;5.85;60.91;36.94;31.37;1.268;28.26
2026-04-05;10:00;EST-03;7.17;63.03;34.81;33.52;1.37;33.91
2026-04-05;11:00;EST-03;9.02;59.51;29.03;;1.66;28.07
2026-04-05;12:00;EST-03;;61.35;36.95;37.29;1.259;35.76
2026-04-05;13:00;EST-03;7.51;51.65;35.82;34.51;1.585;52.01
2026-04-05;14:00;EST-03;9.93;61.14;30.86;33.43;1.372;36.84
2026-04-05;15:00;EST-03;7.62;52.64;33.17;31.69;1.318;35.93
2026-04-05;16:00;EST-03;;56.35;37.19;38.97;1.412;49.1
2026-04-05;17:00;EST-03;6.69;68.74;37.31;32.5;1.258;50.24
2026-04-05;18:00;EST-03;5.76;49.12;35.12;31.8;1.266;55.08
2026-04-05;19:00;EST-03;6.27;54.06;30.03;25.94;1.296;46.61
2026-04-05;20:00;EST-03;;47.29;37.96;22.62;1.223;46.0
2026-04-05;21:00;EST-03;4.87;50.21;;19.57;1.202;47.59
2026-04-05;22:00;EST-03;6.16;50.08;31.58;15.31;1.169;53.13
2026-04-05;23:00;EST-03;5.08;40.41;22.95;15.19;0.968;46.63
2026-04-06;00:00;EST-03;3.91;42.44;33.88;17.88;0.777;52.5
2026-04-06;01:00;EST-03;5.62;45.27;25.97;12.1;0.671;40.33
2026-04-06;02:00;EST-03;4.74;46.94;29.93;18.89;0.826;
2026-04-06;03:00;EST-03;2.48;41.88;24.76;15.7;0.779;30.05
2026-04-06;04:00;EST-03;3.94;45.0;28.81;16.58;0.907;32.15
2026-04-06;05:00;EST-03;4.36;46.8;35.47;17.94;1.042;37.55
2026-04-06;06:00;EST-03;7.8;;36.55;22.97;0.945;27.52
2026-04-06;07:00;EST-03;7.2;49.55;29.6;29.8;0.973;22.21
2026-04-06;08:00;EST-03;7.95;;34.83;22.71;1.28;29.41
2026-04-06;09:00;EST-03;9.63;44.86;32.54;28.22;1.05;23.85
2026-04-06;10:00;EST-03;9.35;50.99;29.97;34.97;1.444;33.61
2026-04-06;11:00;EST-03;7.47;54.69;36.73;30.74;1.308;34.8
2026-04-06;12:00;EST-03;10.61;49.08;24.51;28.99;1.332;32.56
2026-04-06;13:00;EST-03;9.67;55.72;31.45;36.31;1.373;36.03
2026-04-06;14:00;EST-03;8.23;72.88;36.86;32.66;1.38;37.31
2026-04-06;15:00;EST-03;6.96;52.21;31.31;39.23;1.437;38.78
2026-04-06;16:00;EST-03;7.12;48.94;33.37;33.93;1.589;42.6
2026-04-06;17:00;EST-03;9.69;56.59;33.11;25.33;1.243;52.05
2026-04-06;18:00;EST-03;9.68;55.04;35.17;29.87;1.28;47.01
2026-04-06;19:00;EST-03;8.69;54.41;30.96;28.02;1.307;53.19
2026-04-06;20:00;EST-03;6.0;61.1;31.9;27.04;1.327;57.12
2026-04-06;21:00;EST-03;6.38;52.46;26.48;22.11;0.788;57.68
2026-04-06;22:00;EST-03;3.72;;26.59;18.58;0.952;51.66
2026-04-06;23:00;EST-03;6.32;57.19;30.13;24.16;0.831;51.91
2026-04-07;00:00;EST-03;5.45;42.82;28.07;18.96;0.87;47.76
2026-04-07;01:00;EST-03;4.46;40.56;30.72;11.52;0.738;50.5
2026-04-07;02:00;EST-03;1.75;40.64;30.41;11.4;;26.56
2026-04-07;03:00;EST-03;6.79;54.35;31.31;17.42;0.855;31.78
2026-04-07;04:00;EST-03;6.24;38.88;27.44;23.19;0.713;31.43
2026-04-07;05:00;EST-03;5.78;38.51;32.95;22.0;0.721;30.43
2026-04-07;06:00;EST-03;5.07;43.85;29.77;19.66;1.091;25.15
2026-04-07;07:00;EST-03;7.66;48.98;33.22;22.51;0.999;21.66
2026-04-07;08:00;EST-03;7.69;56.43;38.42;32.16;1.18;25.95
2026-04-07;09:00;EST-03;7.98;52.19;36.9;33.11;1.14;23.99
2026-04-07;10:00;EST-03;9.64;55.65;31.69;36.25;1.278;27.28
2026-04-07;11:00;EST-03;7.86;43.27;36.15;28.53;1.329;26.94
2026-04-07;12:00;EST-03;9.6;55.58;;28.08;1.443;25.87
2026-04-07;13:00;EST-03;9.3;58.8;;;1.551;39.24
2026-04-07;14:00;EST-03;9.17;55.64;37.38;40.41;1.344;44.77
2026-04-07;15:00;EST-03;9.55;62.36;35.53;30.72;1.347;51.86
2026-04-07;16:00;EST-03;9.03;47.49;34.82;33.35;1.232;34.3
2026-04-07;17:00;EST-03;6.49;56.67;32.95;32.37;1.432;51.34
2026-04-07;18:00;EST-03;5.48;51.99;29.6;26.57;1.259;49.71
2026-04-07;19:00;EST-03;7.2;43.62;30.09;37.39;1.114;43.14
2026-04-07;20:00;EST-03;7.33;54.38;32.62;22.52;1.27;48.07
2026-04-07;21:00;EST-03;5.12;45.6;29.84;27.53;;51.46
2026-04-07;22:00;EST-03;7.12;48.29;32.64;16.88;0.786;54.2
2026-04-07;23:00;EST-03;3.92;44.75;28.54;18.68;0.848;
